# Wii Play RHAP01 rev 1: the AI tick 0x8026BB3C run by scratch/oracle on a Dolphin dump.
# One line per frame. Vectors are the XZ plane of A+0x8C (turret) before the tick, A+0x80
# (aim, as the slew read it) and A+0x8C after the tick. s = A+0x20, the slew tangent (record field 38).
# frame s turret_x turret_z aim_x aim_z next_x next_z
269 0.00999999978 -0.0728930756 -0.997339725 0.726854622 0.686791301 -0.0629165322 -0.998018742
270 0.00999999978 -0.0629165322 -0.998018742 0.726854622 0.686791301 -0.0529336967 -0.99859798
271 0.00999999978 -0.0529336967 -0.99859798 0.726854622 0.686791301 -0.0429455675 -0.99907738
272 0.00999999978 -0.0429455675 -0.99907738 0.726854622 0.686791301 -0.0329531468 -0.999456823
273 0.00999999978 -0.0329531468 -0.999456823 0.726854622 0.686791301 -0.0229574312 -0.999736369
274 0.00999999978 -0.0229574312 -0.999736369 0.726854622 0.686791301 -0.0129594197 -0.999915957
275 0.00999999978 -0.0129594197 -0.999915957 0.726854622 0.686791301 -0.00296011241 -0.99999553
276 0.00999999978 -0.00296011241 -0.99999553 0.726854622 0.686791301 0.00703949062 -0.999975145
277 0.00999999978 0.00703949062 -0.999975145 0.726854622 0.686791301 0.01703839 -0.999854743
278 0.00999999978 0.01703839 -0.999854743 0.726854622 0.686791301 0.0270355884 -0.999634445
279 0.00999999978 0.0270355884 -0.999634445 0.726854622 0.686791301 0.0370300822 -0.999314129
280 0.00999999978 0.0370300822 -0.999314129 0.726854622 0.686791301 0.0470208712 -0.998893857
281 0.00999999978 0.0470208712 -0.998893857 0.726854622 0.686791301 0.0570069589 -0.998373687
282 0.00999999978 0.0570069589 -0.998373687 0.726854622 0.686791301 0.0669873431 -0.997753739
283 0.00999999978 0.0669873431 -0.997753739 0.726854622 0.686791301 0.076961033 -0.997034073
284 0.00999999978 0.076961033 -0.997034073 0.726854622 0.686791301 0.0869270265 -0.996214628
285 0.00999999978 0.0869270265 -0.996214628 0.726854622 0.686791301 0.0968843326 -0.995295584
286 0.00999999978 0.0968843326 -0.995295584 0.726854622 0.686791301 0.106831945 -0.99427706
287 0.00999999978 0.106831945 -0.99427706 0.726854622 0.686791301 0.116768859 -0.993158996
288 0.00999999978 0.116768859 -0.993158996 0.726854622 0.686791301 0.126694128 -0.99194181
289 0.00999999978 0.126694128 -0.99194181 0.726854622 0.686791301 0.136606723 -0.990625322
290 0.00999999978 0.136606723 -0.990625322 0.726854622 0.686791301 0.146505639 -0.989209771
291 0.00999999978 0.146505639 -0.989209771 0.726854622 0.686791301 0.156389907 -0.987695277
292 0.00999999978 0.156389907 -0.987695277 0.726854622 0.686791301 0.166258544 -0.986082077
293 0.00999999978 0.166258544 -0.986082077 0.726854622 0.686791301 0.176110566 -0.984370351
294 0.00999999978 0.176110566 -0.984370351 0.726854622 0.686791301 0.185944945 -0.982560039
295 0.00999999978 0.185944945 -0.982560039 0.726854622 0.686791301 0.195760757 -0.980651557
296 0.00999999978 0.195760757 -0.980651557 0.726854622 0.686791301 0.205556989 -0.978645027
297 0.00999999978 0.205556989 -0.978645027 0.726854622 0.686791301 0.215332672 -0.976540625
298 0.00999999978 0.215332672 -0.976540625 0.726854622 0.686791301 0.225086853 -0.974338651
299 0.00999999978 0.225086853 -0.974338651 0.726854622 0.686791301 0.234818503 -0.972039163
